0.0,6509379.522,1425832.424,1892143.534,-2594.440313,4289.837492,5692.806630
60.0,6339779.739,1679960.992,2229383.535,-3056.851878,4178.067161,5544.482390
120.0,6142821.166,1926839.829,2557002.817,-3506.071854,4048.266730,5372.231400
180.0,5919353.763,2165403.550,2873587.568,-3940.161671,3900.996342,5176.796995
240.0,5670341.884,2394622.653,3177771.592,-4357.248049,3736.891531,4959.022555
300.0,5396860.118,2613507.962,3468242.208,-4755.531088,3556.660477,4719.847868
360.0,5100088.654,2821114.897,3743745.915,-5133.292030,3361.080952,4460.305073
420.0,4781308.184,3016547.546,4003093.800,-5488.900680,3150.996964,4181.514204
480.0,4441894.379,3198962.536,4245166.668,-5820.822438,2927.315112,3884.678360
540.0,4083311.949,3367572.671,4468919.875,-6127.624923,2691.000676,3571.078512
600.0,3707108.329,3521650.328,4673387.831,-6407.984156,2443.073452,3242.067973
660.0,3314906.993,3660530.597,4857688.174,-6660.690269,2184.603349,2899.066561
720.0,2908400.452,3783614.153,5021025.569,-6884.652730,1916.705772,2543.554470
780.0,2489342.953,3890369.839,5162695.148,-7078.905049,1640.536813,2177.065882
840.0,2059542.903,3980336.958,5282085.549,-7242.608944,1357.288253,1801.182348
900.0,1620855.068,4053127.267,5378681.551,-7375.057967,1068.182430,1417.525963
960.0,1175172.568,4108426.644,5452066.302,-7475.680544,774.466955,1027.752363
1020.0,724418.709,4145996.449,5501923.118,-7544.042446,477.409333,633.543583
1080.0,270538.681,4165674.553,5528036.845,-7579.848665,178.291491,236.600799
1140.0,-184508.833,4167376.038,5530294.790,-7582.944680,-121.595754,-161.363015
1200.0,-638760.115,4151093.559,5508687.212,-7553.317132,-420.958262,-558.630482
