"Time (EpSec)","x (m)","y (m)","z (m)","vx (m/sec)","vy (m/sec)","vz (m/sec)"
19020.0,-3866067.567,2674113.162,5089373.503,-5943.527438,-4069.260010,-2376.798814
19080.0,-4214084.564,2424365.658,4935891.483,-5652.867368,-4252.663019,-2737.428686
19140.0,-4543923.902,2164160.534,4761118.255,-5337.823379,-4417.721959,-3086.250527
19200.0,-4854162.804,1894620.199,4565807.712,-4999.754429,-4563.724841,-3421.759675
19260.0,-5143463.038,1616907.327,4350802.335,-4640.118795,-4690.041873,-3742.508897
19320.0,-5410576.694,1332219.847,4117029.561,-4260.467783,-4796.128182,-4047.114624
19380.0,-5654351.565,1041785.771,3865497.779,-3862.439036,-4881.526158,-4334.262925
19440.0,-5873736.114,746857.902,3597291.985,-3447.749470,-4945.867434,-4602.715173
19500.0,-6067784.018,448708.426,3313569.096,-3018.187869,-4988.874470,-4851.313384
19560.0,-6235658.239,148623.423,3015552.966,-2575.607168,-5010.361753,-5078.985220
19620.0,-6376634.646,-152102.674,2704529.102,-2121.916460,-5010.236597,-5284.748605
19680.0,-6490105.128,-452172.668,2381839.120,-1659.072763,-4988.499542,-5467.715971
19740.0,-6575580.227,-750292.194,2048874.959,-1189.072574,-4945.244351,-5627.098077
19800.0,-6632691.240,-1045175.298,1707072.876,-713.943263,-4880.657608,-5762.207422
19860.0,-6661191.817,-1335549.988,1357907.251,-235.734322,-4795.017911,-5872.461205
19920.0,-6660959.019,-1620163.717,1002884.227,243.491469,-4688.694671,-5957.383841
19980.0,-6631993.850,-1897788.792,643535.213,721.666949,-4562.146518,-6016.609012
20040.0,-6574421.253,-2167227.662,281410.279,1196.729483,-4415.919325,-6049.881247
20100.0,-6488489.570,-2427318.090,-81928.532,1666.629866,-4250.643849,-6057.057025
20160.0,-6374569.471,-2676938.164,-444913.941,2129.341160,-4067.033013,-6038.105393
20220.0,-6233152.357,-2915011.134,-805980.191,2582.867437,-3865.878833,-5993.108100
20280.0,-6064848.237,-3140510.063,-1163569.807,3025.252390,-3648.048996,-5922.259243
20340.0,-5870383.099,-3352462.248,-1516140.308,3454.587770,-3414.483123,-5825.864432
20400.0,-5650595.778,-3549953.424,-1862170.864,3869.021617,-3166.188710,-5704.339473
20460.0,-5406434.338,-3732131.704,-2200168.855,4266.766252,-2904.236789,-5558.208567
20520.0,-5138951.979,-3898211.251,-2528676.311,4646.105982,-2629.757301,-5388.102058
20580.0,-4849302.501,-4047475.675,-2846276.198,5005.404508,-2343.934226,-5194.753709
20640.0,-4538735.321,-4179281.116,-3151598.535,5343.111979,-2048.000478,-4978.997537
20700.0,-4208590.086,-4293059.024,-3443326.298,5657.771675,-1743.232579,-4741.764217
20760.0,-3860290.892,-4388318.614,-3720201.105,5948.026299,-1430.945162,-4484.077066
20820.0,-3495340.146,-4464648.977,-3981028.644,6212.623822,-1112.485294,-4207.047630
20880.0,-3115312.080,-4521720.860,-4224683.823,6450.422889,-789.226666,-3911.870890
20940.0,-2721845.963,-4559288.080,-4450115.622,6660.397744,-462.563671,-3599.820105
21000.0,-2316639.032,-4577188.589,-4656351.631,6841.642649,-133.905384,-3272.241320
21060.0,-1901439.166,-4575345.172,-4842502.240,6993.375795,195.330510,-2930.547564
21120.0,-1478037.349,-4553765.781,-5007764.481,7114.942675,523.723836,-2576.212747
21180.0,-1048259.946,-4512543.500,-5151425.486,7205.818903,849.858054,-2210.765312
21240.0,-613960.823,-4451856.144,-5272865.566,7265.612481,1172.326368,-1835.781633
21300.0,-177013.350,-4371965.489,-5371560.884,7294.065486,1489.737795,-1452.879221
21360.0,260697.679,-4273216.148,-5447085.713,7291.055185,1800.723165,-1063.709743
21420.0,697284.175,-4156034.081,-5499114.273,7256.594562,2103.941029,-669.951902
21480.0,1130862.903,-4020924.759,-5527422.136,7190.832266,2398.083440,-273.304190
21540.0,1559563.598,-3868470.983,-5531887.194,7094.051965,2681.881602,124.522432
21600.0,1981537.040,-3699330.369,-5512490.188,6966.671125,2954.111338,521.811921
21660.0,2394963.025,-3514232.513,-5469314.787,6809.239211,3213.598370,916.850549
21720.0,2798058.221,-3313975.845,-5402547.231,6622.435312,3459.223389,1307.934297
21780.0,3189083.856,-3099424.180,-5312475.525,6407.065216,3689.926880,1693.376207
21840.0,3566353.224,-2871502.999,-5199488.196,6164.057933,3904.713692,2071.513656
21900.0,3928238.953,-2631195.449,-5064072.623,5894.461686,4102.657331,2440.715531
21960.0,4273180.032,-2379538.110,-4906812.926,5599.439391,4282.903959,2799.389260
22020.0,4599688.541,-2117616.517,-4728387.453,5280.263643,4444.676071,3145.987687
22080.0,4906356.070,-1846560.483,-4529565.850,4938.311220,4587.275858,3479.015744
22140.0,5191859.793,-1567539.220,-4311205.745,4575.057151,4710.088206,3797.036897
22200.0,5454968.177,-1281756.301,-4074249.044,4192.068351,4812.583360,4098.679346
22260.0,5694546.289,-990444.463,-3819717.871,3790.996860,4894.319202,4382.641943
22320.0,5909560.700,-694860.295,-3548710.160,3373.572720,4954.943159,4647.699800
22380.0,6099083.933,-396278.813,-3262394.914,2941.596510,4994.193729,4892.709578
22440.0,6262298.470,-95987.963,-2962007.170,2496.931580,5011.901600,5116.614416
22500.0,6398500.278,204716.935,-2648842.663,2041.496014,5007.990390,5318.448488
22560.0,6507101.845,504538.777,-2324252.245,1577.254356,4982.476970,5497.341174
22620.0,6587634.710,802184.267,-1989636.052,1106.209134,4935.471393,5652.520811
22680.0,6639751.493,1096369.495,-1646437.466,630.392225,4867.176421,5783.318025
22740.0,6663227.385,1385825.481,-1296136.893,151.856089,4777.886645,5889.168615
22800.0,6657961.121,1669303.640,-940245.370,-327.335085,4667.987224,5969.615990
22860.0,6623975.418,1945581.178,-580298.053,-805.114284,4537.952212,6024.313135
22920.0,6561416.875,2213466.356,-217847.592,-1279.420584,4388.342523,6053.024113
22980.0,6470555.341,2471803.639,145542.565,-1748.208040,4219.803505,6055.625077
23040.0,6351782.752,2719478.678,508304.918,-2209.454516,4033.062159,6032.104808
23100.0,6205611.438,2955423.112,868874.672,-2661.170402,3828.924003,5982.564761
23160.0,6032671.918,3178619.185,1225696.493,-3101.407200,3608.269597,5907.218629
23220.0,5833710.174,3388104.130,1577231.213,-3528.265928,3372.050745,5806.391423
23280.0,5609584.438,3582974.323,1921962.469,-3939.905309,3121.286388,5680.518065
23340.0,5361261.485,3762389.181,2258403.246,-4334.549716,2857.058210,5530.141516
23400.0,5089812.471,3925574.791,2585102.291,-4710.496833,2580.505972,5355.910432
23460.0,4796408.303,4071827.243,2900650.372,-5066.124992,2292.822597,5158.576369
23520.0,4482314.595,4200515.670,3203686.356,-5399.900174,1995.249019,4938.990535
23580.0,4148886.204,4311084.969,3492903.083,-5710.382625,1689.068838,4698.100125
23640.0,3797561.391,4403058.192,3767053.003,-5996.233062,1375.602776,4436.944231
23700.0,3429855.612,4476038.610,4024953.557,-6256.218456,1056.202985,4156.649363
23760.0,3047354.984,4529711.418,4265492.277,-6489.217347,732.247211,3858.424586
23820.0,2651709.442,4563845.095,4487631.589,-6694.224684,405.132853,3543.556306
23880.0,2244625.622,4578292.404,4690413.284,-6870.356157,76.270935,3213.402724
23940.0,1827859.500,4572991.026,4872962.652,-7016.852014,-252.919982,2869.387973
24000.0,1403208.818,4547963.829,5034492.260,-7133.080339,-581.019916,2512.995977
24060.0,972505.326,4503318.769,5174305.340,-7218.539774,-906.613593,2145.764051
24120.0,537606.885,4439248.423,5291798.802,-7272.861688,-1228.296547,1769.276267
24180.0,100389.451,4356029.164,5386465.833,-7295.811758,-1544.681185,1385.156624
24240.0,-337261.019,4254019.962,5457898.081,-7287.290989,-1854.402765,995.062040
24300.0,-773456.696,4133660.837,5505787.420,-7247.336136,-2156.125289,600.675208
24360.0,-1206316.030,3995470.965,5529927.278,-7176.119547,-2448.547261,203.697334
24420.0,-1633971.862,3840046.434,5530213.525,-7073.948416,-2730.407306,-194.159198
24480.0,-2054579.476,3668057.677,5506644.927,-6941.263465,-3000.489606,-591.178215
24540.0,-2466324.562,3480246.574,5459323.148,-6778.637036,-3257.629148,-985.647156
24600.0,-2867431.036,3277423.258,5388452.313,-6586.770626,-3500.716748,-1375.864460
24660.0,-3256168.708,3060462.618,5294338.127,-6366.491861,-3728.703836,-1760.146906
24720.0,-3630860.737,2830300.523,5177386.556,-6118.750923,-3940.606979,-2136.836872
24780.0,-3989890.872,2587929.789,5038102.076,-5844.616456,-4135.512122,-2504.309489
24840.0,-4331710.419,2334395.894,4877085.497,-5545.270951,-4312.578532,-2860.979645
24900.0,-4654844.922,2070792.469,4695031.373,-5222.005650,-4471.042425,-3205.308826
24960.0,-4957900.524,1798256.580,4492725.003,-4876.214974,-4610.220258,-3535.811751
25020.0,-5239569.982,1517963.824,4271039.045,-4509.390507,-4729.511683,-3851.062781
25080.0,-5498638.300,1231123.256,4030929.752,-4123.114565,-4828.402128,-4149.702063
25140.0,-5733987.974,938972.179,3773432.848,-3719.053367,-4906.465026,-4430.441404
25200.0,-5944603.811,642770.800,3499659.057,-3298.949852,-4963.363649,-4692.069821
25260.0,-6129577.311,343796.797,3210789.317,-2864.616157,-4998.852561,-4933.458766
25320.0,-6288110.581,43339.810,2908069.681,-2417.925800,-5012.778679,-5153.566996
25380.0,-6419519.781,-257304.125,2592805.944,-1960.805602,-5005.081933,-5351.445065
25440.0,-6523238.069,-556838.166,2266358.014,-1495.227374,-4975.795522,-5526.239415
25500.0,-6598818.052,-853970.259,1930134.037,-1023.199410,-4925.045775,-5677.196062
25560.0,-6645933.713,-1147418.710,1585584.334,-546.757826,-4853.051603,-5803.663848
25620.0,-6664381.815,-1435917.714,1234195.135,-67.957775,-4760.123557,-5905.097248
25680.0,-6654082.782,-1718222.817,877482.176,411.135415,-4646.662487,-5981.058723
25740.0,-6615081.040,-1993116.282,516984.155,888.455152,-4513.157812,-6031.220610
25800.0,-6547544.823,-2259412.344,154256.097,1361.942495,-4360.185411,-6055.366534
25860.0,-6451765.453,-2515962.320,-209137.352,1829.555033,-4188.405138,-6053.392340
25920.0,-6328156.079,-2761659.571,-571628.677,2289.275696,-3998.557976,-6025.306543
25980.0,-6177249.896,-2995444.268,-931654.253,2739.121457,-3791.462840,-5971.230294
26040.0,-5999697.845,-3216307.971,-1287661.094,3177.151884,-3568.013044,-5891.396852
26100.0,-5796265.806,-3423297.973,-1638113.546,3601.477512,-3329.172450,-5786.150583
26160.0,-5567831.291,-3615521.413,-1981499.915,4010.267991,-3075.971309,-5655.945472
26220.0,-5315379.666,-3792149.125,-2316338.989,4401.759985,-2809.501816,-5501.343165
26280.0,-5039999.892,-3952419.217,-2641186.421,4774.264772,-2530.913400,-5323.010547
26340.0,-4742879.833,-4095640.357,-2954640.967,5126.175537,-2241.407767,-5121.716864
26400.0,-4425301.131,-4221194.753,-3255350.525,5455.974293,-1942.233711,-4898.330406
26460.0,-4088633.678,-4328540.820,-3542017.971,5762.238439,-1634.681736,-4653.814761
26520.0,-3734329.704,-4417215.516,-3813406.750,6043.646890,-1320.078482,-4389.224660
26580.0,-3363917.517,-4486836.337,-4068346.213,6298.985775,-999.781005,-4105.701425
26640.0,-2978994.909,-4537102.972,-4305736.667,6527.153679,-675.170925,-3804.468047
26700.0,-2581222.261,-4567798.592,-4524554.116,6727.166387,-347.648461,-3486.823911
26760.0,-2172315.385,-4578790.791,-4723854.681,6898.161137,-18.626399,-3154.139190
26820.0,-1754038.121,-4570032.153,-4902778.670,7039.400332,310.476009,-2807.848937
26880.0,-1328194.728,-4541560.459,-5060554.283,7150.274732,638.239163,-2449.446891
26940.0,-896622.103,-4493498.523,-5196500.950,7230.306074,963.249242,-2080.479036
27000.0,-461181.855,-4426053.662,-5310032.257,7279.149139,1284.104299,-1702.536933
27060.0,-23752.276,-4339516.804,-5400658.481,7296.593240,1599.420309,-1317.250855
27120.0,413779.759,-4234261.228,-5467988.703,7282.563130,1907.837141,-926.282751
27180.0,849526.935,-4110740.961,-5511732.489,7237.119331,2208.024426,-531.319082
27240.0,1281609.636,-3969488.813,-5531701.148,7160.457865,2498.687289,-134.063541
27300.0,1708164.051,-3811114.082,-5527808.546,7052.909416,2778.571944,263.770288
27360.0,2127350.217,-3636299.925,-5500071.473,6914.937899,3046.471093,660.466332
27420.0,2537359.954,-3445800.411,-5448609.573,6747.138461,3301.229141,1054.313423
27480.0,2936424.666,-3240437.269,-5373644.832,6550.234913,3541.747176,1443.612681
27540.0,3322822.967,-3021096.343,-5275500.612,6325.076608,3766.987713,1826.684845
27600.0,3694888.110,-2788723.772,-5154600.263,6072.634777,3975.979165,2201.877516
27660.0,4051015.173,-2544321.905,-5011465.295,5793.998340,4167.820037,2567.572280
27720.0,4389667.985,-2288944.981,-4846713.128,5490.369210,4341.682815,2922.191697
27780.0,4709385.751,-2023694.582,-4661054.428,5163.057106,4496.817532,3264.206098
27840.0,5008789.352,-1749714.878,-4455290.043,4813.473903,4632.555009,3592.140187
27900.0,5286587.296,-1468187.693,-4230307.548,4443.127546,4748.309734,3904.579404
27960.0,5541581.289,-1180327.410,-3987077.415,4053.615542,4843.582394,4200.176029
28020.0,5772671.402,-887375.727,-3726648.830,3646.618071,4917.962026,4477.654989
28080.0,5978860.815,-590596.305,-3450145.163,3223.890735,4971.127789,4735.819367
28140.0,6159260.122,-291269.318,-3158759.128,2787.256990,5002.850350,4973.555558
28200.0,6313091.160,9314.074,-2853747.632,2338.600276,5012.992874,5189.838075
28260.0,6439690.372,309857.289,-2536426.356,1879.855896,5001.511608,5383.733972
28320.0,6538511.667,609063.920,-2208164.082,1413.002666,4968.456079,5554.406872
28380.0,6609128.774,905643.323,-1870376.784,940.054380,4913.968873,5701.120567
28440.0,6651237.082,1198316.190,-1524521.526,463.051124,4838.285023,5823.242201
28500.0,6664654.955,1485820.062,-1172090.169,-15.949526,4741.730996,5920.244997
28560.0,6649324.515,1766914.777,-814602.945,-494.881376,4624.723281,5991.710527
28620.0,6605311.890,2040387.819,-453601.891,-971.678532,4487.766597,6037.330523
28680.0,6532806.931,2305059.549,-90644.203,-1444.284305,4331.451713,6056.908200
28740.0,6432122.391,2559788.293,272704.483,-1910.660087,4156.452902,6050.359109
28800.0,6303692.578,2803475.265,634876.844,-2368.794144,3963.525029,6017.711499
28860.0,6148071.481,3035069.310,994310.634,-2816.710293,3753.500298,5959.106198
28920.0,5965930.379,3253571.436,1349455.416,-3252.476424,3527.284661,5874.796003
28980.0,5758054.945,3458039.123,1698779.257,-3674.212840,3285.853910,5765.144589
29040.0,5525341.861,3647590.390,2040775.331,-4080.100361,3030.249468,5630.624944
29100.0,5268794.947,3821407.599,2373968.421,-4468.388169,2761.573897,5471.817323
29160.0,4989520.829,3978740.980,2696921.283,-4837.401369,2480.986143,5289.406753
29220.0,4688724.170,4118911.868,3008240.843,-5185.548202,2189.696535,5084.180069
29280.0,4367702.471,4241315.630,3306584.211,-5511.326920,1888.961565,4857.022527
29340.0,4027840.475,4345424.270,3590664.466,-5813.332262,1580.078466,4608.913982
29400.0,3670604.194,4430788.711,3859256.216,-6090.261512,1264.379622,4340.924663
29460.0,3297534.582,4497040.730,4111200.876,-6340.920123,943.226816,4054.210554
29520.0,2910240.895,4543894.544,4345411.671,-6564.226866,618.005354,3750.008410
29580.0,2510393.742,4571148.049,4560878.322,-6759.218498,290.118097,3429.630422
29640.0,2099717.883,4578683.684,4756671.402,-6925.053911,-39.020600,3094.458557
29700.0,1679984.790,4566468.944,4931946.348,-7061.017768,-367.990978,2745.938595
29760.0,1253005.000,4534556.518,5085947.104,-7166.523581,-695.374010,2385.573892
29820.0,820620.312,4483084.062,5218009.380,-7241.116246,-1019.757513,2014.918901
29880.0,384695.838,4412273.604,5327563.518,-7284.474003,-1339.742241,1635.572458
29940.0,-52888.039,4322430.590,5414136.952,-7296.409828,-1653.947927,1249.170895
30000.0,-490243.782,4213942.561,5477356.243,-7276.872234,-1961.019227,857.380972
30060.0,-925484.834,4087277.486,5516948.691,-7225.945497,-2259.631576,461.892694
30120.0,-1356733.763,3942981.741,5532743.513,-7143.849293,-2548.496894,64.412020
30180.0,-1782130.354,3781677.752,5524672.576,-7030.937747,-2826.369146,-333.346498
30240.0,-2199839.639,3604061.312,5492770.695,-6887.697910,-3092.049718,-729.667110
30300.0,-2608059.809,3410898.578,5437175.481,-6714.747652,-3344.392583,-1122.840268
30360.0,-3005029.986,3203022.768,5358126.746,-6512.833004,-3582.309247,-1511.169999
30420.0,-3389037.820,2981330.562,5255965.470,-6282.824933,-3804.773447,-1892.981226
30480.0,-3758426.875,2746778.243,5131132.331,-6025.715592,-4010.825571,-2266.626985
30540.0,-4111603.772,2500377.562,4984165.804,-5742.614033,-4199.576804,-2630.495539
30600.0,-4447045.067,2243191.380,4815699.835,-5434.741429,-4370.212958,-2983.017322
30660.0,-4763303.816,1976329.083,4626461.110,-5103.425804,-4521.997986,-3322.671715
30720.0,-5059015.822,1700941.795,4417265.920,-4750.096303,-4654.277155,-3647.993602
30780.0,-5332905.518,1418217.412,4189016.639,-4376.277031,-4766.479874,-3957.579691
30840.0,-5583791.466,1129375.478,3942697.831,-3983.580474,-4858.122149,-4250.094567
30900.0,-5810591.458,835661.929,3679372.004,-3573.700550,-4928.808679,-4524.276454
30960.0,-6012327.181,538343.711,3400175.026,-3148.405294,-4978.234552,-4778.942654
31020.0,-6188128.438,238703.321,3106311.228,-2709.529239,-5006.186569,-5012.994652
31080.0,-6337236.902,-61966.726,2799048.206,-2258.965498,-5012.544156,-5225.422855
31140.0,-6459009.387,-362369.478,2479711.353,-1798.657599,-4997.279890,-5415.310941
31200.0,-6552920.620,-661209.131,2149678.144,-1330.591103,-4960.459614,-5581.839820
31260.0,-6618565.511,-957196.626,1810372.195,-856.785038,-4902.242154,-5724.291162
31320.0,-6655660.898,-1249055.207,1463257.116,-379.283189,-4822.878634,-5842.050495
31380.0,-6664046.768,-1535525.928,1109830.207,99.854717,-4722.711393,-5934.609859
31440.0,-6643686.948,-1815373.083,751615.991,578.561895,-4602.172506,-6001.569995
31500.0,-6594669.261,-2087389.538,390159.644,1054.773418,-4461.781924,-6042.642066
31560.0,-6517205.147,-2350401.936,27020.323,1526.435124,-4302.145229,-6057.648907
31620.0,-6411628.752,-2603275.762,-336235.551,1991.512478,-4123.951021,-6046.525785
31680.0,-6278395.484,-2844920.230,-698041.056,2447.999346,-3927.967950,-6009.320680
31740.0,-6118080.052,-3074292.997,-1056835.528,2893.926650,-3715.041397,-5946.194077
31800.0,-5931373.984,-3290404.652,-1411071.288,3327.370860,-3486.089833,-5857.418277
31860.0,-5719082.646,-3492322.986,-1759220.323,3746.462295,-3242.100851,-5743.376219
31920.0,-5482121.766,-3679177.014,-2099780.876,4149.393182,-2984.126909,-5604.559827
31980.0,-5221513.488,-3850160.734,-2431283.922,4534.425459,-2713.280791,-5441.567894
32040.0,-4938381.957,-4004536.598,-2752299.507,4899.898272,-2430.730804,-5255.103493
32100.0,-4633948.475,-4141638.699,-3061442.913,5244.235135,-2137.695741,-5045.970948
32160.0,-4309526.231,-4260875.640,-3357380.637,5565.950735,-1835.439624,-4815.072361
32220.0,-3966514.636,-4361733.086,-3638836.136,5863.657336,-1525.266248,-4563.403726
32280.0,-3606393.287,-4443775.984,-3904595.338,6136.070765,-1208.513562,-4292.050626
32340.0,-3230715.585,-4506650.439,-4153511.878,6382.015954,-886.547895,-4002.183558
32400.0,-2841102.034,-4550085.237,-4384512.043,6600.432008,-560.758060,-3695.052876
32460.0,-2439233.251,-4573893.022,-4596599.402,6790.376776,-232.549367,-3371.983403
32520.0,-2026842.718,-4577971.096,-4788859.105,6951.030924,96.662438,-3034.368716
32580.0,-1605709.299,-4562301.870,-4960461.832,7081.701462,425.457285,-2683.665132
32640.0,-1177649.575,-4526952.932,-5110667.366,7181.824736,752.416902,-2321.385428
32700.0,-744510.003,-4472076.762,-5238827.787,7250.968860,1076.130931,-1949.092315
32760.0,-308158.950,-4397910.072,-5344390.269,7288.835577,1395.203018,-1568.391697
32820.0,129521.361,-4304772.783,-5426899.464,7295.261547,1708.256828,-1180.925746
32880.0,566642.976,-4193066.647,-5485999.464,7270.219051,2013.941990,-788.365813
32940.0,1001320.348,-4063273.514,-5521435.339,7213.816112,2310.939914,-392.405227
33000.0,1431678.477,-3915953.253,-5533054.234,7126.296026,2597.969487,5.248019
33060.0,1855860.990,-3751741.337,-5520806.029,7008.036315,2873.792593,402.878627
33120.0,2272038.157,-3571346.102,-5484743.560,6859.547099,3137.219453,798.771398
33180.0,2678414.777,-3375545.693,-5425022.382,6681.468892,3387.113766,1191.218630
33240.0,3073237.925,-3165184.702,-5341900.107,6474.569845,3622.397598,1578.527483
33300.0,3454804.511,-2941170.534,-5235735.285,6239.742425,3842.056042,1959.027280
33360.0,3821468.629,-2704469.483,-5106985.865,5977.999573,4045.141590,2331.076718
33420.0,4171648.657,-2456102.571,-4956207.212,5690.470329,4230.778223,2693.070943
33480.0,4503834.076,-2197141.142,-4784049.719,5378.394964,4398.165189,3043.448476
33540.0,4816591.987,-1928702.237,-4591255.994,5043.119631,4546.580455,3380.697946
33600.0,5108573.294,-1651943.782,-4378657.663,4686.090556,4675.383825,3703.364610
33660.0,5378518.522,-1368059.586,-4147171.780,4308.847801,4784.019699,4010.056631
33720.0,5625263.248,-1078274.199,-3897796.869,3913.018622,4872.019472,4299.451078
33780.0,5847743.128,-783837.624,-3631608.621,3500.310446,4939.003552,4570.299633
33840.0,6044998.483,-486019.927,-3349755.254,3072.503512,4984.682999,4821.433979
33900.0,6216178.443,-186105.759,-3053452.554,2631.443183,5008.860774,5051.770834
33960.0,6360544.615,114611.185,-2743978.637,2179.031997,5011.432584,5260.316630
34020.0,6477474.269,414833.748,-2422668.436,1717.221450,4992.387336,5446.171795
34080.0,6566463.022,713266.905,-2090907.936,1248.003585,4951.807183,5608.534632
34140.0,6627127.017,1008623.351,-1750128.203,773.402395,4889.867168,5746.704783
34200.0,6659204.577,1299629.051,-1401799.207,295.465097,4806.834473,5860.086242
34260.0,6662557.335,1585028.738,-1047423.482,-183.746704,4703.067264,5948.189935
34320.0,6637170.827,1863591.326,-688529.645,-662.165905,4579.013145,6010.635821
34380.0,6583154.560,2134115.222,-326665.802,-1137.728821,4435.207230,6047.154537
34440.0,6500741.536,2395433.509,36607.130,-1608.384089,4272.269834,6057.588558
34500.0,6390287.246,2646418.976,399722.156,-2072.101513,4090.903793,6041.892875
34560.0,6252268.142,2885988.987,761112.960,-2526.880827,3891.891440,6000.135194
34620.0,6087279.575,3113110.144,1119220.667,-2970.760318,3676.091224,5932.495638
34680.0,5896033.231,3326802.748,1472500.561,-3401.825289,3444.434009,5839.265973
34740.0,5679354.061,3526145.027,1819428.752,-3818.216321,3197.919061,5720.848350
34800.0,5438176.721,3710277.108,2158508.749,-4218.137292,2937.609733,5577.753570
34860.0,5173541.541,3878404.728,2488277.913,-4599.863122,2664.628883,5410.598878
34920.0,4886590.038,4029802.661,2807313.770,-4961.747219,2380.154027,5220.105305
34980.0,4578559.991,4163817.844,3114240.141,-5302.228577,2085.412260,5007.094553
35040.0,4250780.103,4279872.196,3407733.087,-5619.838515,1781.674966,4772.485456
35100.0,3904664.268,4377465.111,3686526.610,-5913.207006,1470.252330,4517.290010
35160.0,3541705.474,4456175.617,3949418.121,-6181.068591,1152.487690,4242.609014
35220.0,3163469.361,4515664.193,4195273.625,-6422.267835,829.751738,3949.627318
35280.0,2771587.469,4555674.232,4423032.612,-6635.764315,503.436611,3639.608712
35340.0,2367750.199,4576033.148,4631712.633,-6820.637103,174.949886,3313.890477
35400.0,1953699.524,4576653.123,4820413.535,-6976.088741,-154.291494,2973.877614
35460.0,1531221.471,4557531.482,4988321.350,-7101.448680,-482.867330,2621.036785
35520.0,1102138.420,4518750.707,5134711.798,-7196.176175,-809.360295,2256.889986
35580.0,668301.240,4460478.081,5258953.416,-7259.862614,-1132.362044,1883.007983
35640.0,231581.311,4382964.965,5360510.283,-7292.233283,-1450.479294,1501.003534
35700.0,-206137.555,4286545.718,5438944.329,-7293.148548,-1762.339832,1112.524432
35760.0,-642967.237,4171636.246,5493917.223,-7262.604463,-2066.598431,719.246402
35820.0,-1077023.448,4038732.219,5525191.838,-7200.732779,-2361.942657,322.865868
35880.0,-1506433.867,3888406.924,5532633.269,-7107.800385,-2647.098529,-74.907364
35940.0,-1929346.209,3721308.796,5516209.418,-6984.208147,-2920.836012,-472.357479
36000.0,-2343936.223,3538158.622,5475991.128,-6830.489189,-3181.974327,-867.770057
36060.0,-2748415.554,3339746.428,5412151.885,-6647.306582,-3429.387041,-1259.439467
36120.0,-3141039.461,3126928.076,5324967.061,-6435.450495,-3662.006927,-1645.676223
36180.0,-3520114.341,2900621.568,5214812.733,-6195.834780,-3878.830568,-2024.814275
36240.0,-3884005.037,2661803.087,5082164.056,-5929.493030,-4078.922684,-2395.218192
36300.0,-4231141.888,2411502.789,4927593.217,-5637.574123,-4261.420170,-2755.290219
36360.0,-4560027.503,2150800.356,4751766.965,-5321.337265,-4425.535811,-3103.477168
36420.0,-4869243.217,1880820.342,4555443.735,-4982.146561,-4570.561689,-3438.277117
36480.0,-5157455.214,1602727.317,4339470.377,-4621.465125,-4695.872227,-3758.245890
36540.0,-5423420.276,1317720.850,4104778.503,-4240.848774,-4800.926892,-4062.003286
36600.0,-5665991.152,1027030.330,3852380.466,-3841.939316,-4885.272524,-4348.239034
36660.0,-5884121.499,731909.665,3583364.999,-3426.457466,-4948.545296,-4615.718441
36720.0,-6076870.401,433631.872,3298892.513,-2996.195425,-4990.472277,-4863.287722
36780.0,-6243406.428,133483.587,3000190.094,-2553.009148,-5010.872613,-5089.878975
36840.0,-6383011.217,-167240.487,2688546.208,-2098.810343,-5009.658307,-5294.514788
36900.0,-6495082.577,-467243.160,2365305.148,-1635.558217,-4986.834595,-5476.312453
36960.0,-6579137.082,-765230.357,2031861.229,-1165.251032,-4942.499930,-5634.487778
37020.0,-6634812.159,-1059916.696,1689652.777,-689.917479,-4876.845551,-5768.358466
37080.0,-6661867.651,-1350031.032,1340155.926,-211.607934,-4790.154661,-5877.347059
37140.0,-6660186.852,-1634321.944,984878.247,267.614393,-4682.801206,-5960.983429
37200.0,-6629777.014,-1911563.129,625352.248,745.682352,-4555.248261,-6018.906808
37260.0,-6570769.310,-2180558.694,263128.762,1220.533773,-4408.046030,-6050.867339
37320.0,-6483418.273,-2440148.312,-100229.743,1690.120363,-4241.829478,-6056.727159
37380.0,-6368100.696,-2689212.232,-463155.902,2152.416536,-4057.315589,-6036.460992
37440.0,-6225314.007,-2926676.103,-824084.216,2605.428156,-3855.300271,-5990.156257
37500.0,-6055674.122,-3151515.616,-1181457.802,3047.201135,-3636.654928,-5918.012692
37560.0,-5859912.793,-3362760.912,-1533735.112,3475.829864,-3402.322697,-5820.341491
37620.0,-5638874.445,-3559500.775,-1879396.582,3889.465431,-3153.314382,-5697.563963
37680.0,-5393512.538,-3740886.559,-2216951.183,4286.323600,-2890.704091,-5550.209716
37740.0,-5124885.452,-3906135.847,-2544942.857,4664.692503,-2615.624608,-5378.914370
37800.0,-4834151.923,-4054535.827,-2861956.796,5022.940029,-2329.262501,-5184.416815
37860.0,-4522566.044,-4185446.370,-3166625.546,5359.520858,-2032.853006,-4967.556026
37920.0,-4191471.857,-4298302.786,-3457634.902,5672.983134,-1727.674702,-4729.267442
37980.0,-3842297.553,-4392618.265,-3733729.582,5961.974720,-1415.043988,-4470.578933
38040.0,-3476549.310,-4467985.970,-3993718.637,6225.249039,-1096.309414,-4192.606364
38100.0,-3095804.804,-4524080.801,-4236480.593,6461.670442,-772.845855,-3896.548783
38160.0,-2701706.392,-4560660.789,-4460968.284,6670.219117,-446.048588,-3583.683250
