utc,elapsed_s,x_m,y_m,z_m
2027-04-01T05:29:00.000Z,19740.0,-6620649.717,-814683.802,1830887.491
2027-04-01T05:30:00.000Z,19800.0,-6665009.034,-1106562.255,1483749.986
2027-04-01T05:31:00.000Z,19860.0,-6680451.807,-1393639.780,1130157.637
2027-04-01T05:32:00.000Z,19920.0,-6666906.847,-1674670.009,771648.041
2027-04-01T05:33:00.000Z,19980.0,-6624429.849,-1948432.733,409780.765
2027-04-01T05:34:00.000Z,20040.0,-6553203.217,-2213739.360,46130.387
2027-04-01T05:35:00.000Z,20100.0,-6453535.308,-2469438.231,-317720.541
2027-04-01T05:36:00.000Z,20160.0,-6325859.076,-2714419.759,-680188.564
2027-04-01T05:37:00.000Z,20220.0,-6170730.124,-2947621.378,-1039696.413
2027-04-01T05:38:00.000Z,20280.0,-5988824.187,-3168032.265,-1394680.051
